DeliveryID,AgentID,StoreID,LocationID,WeatherID,TrafficID,CategoryID,OrderKey,Delivery_Time,Order_Time,Order_Date,Pickup_Time
136,392,661,407,1,2,12,1467,13,08:45:00,2022-04-01,09:00:00
137,359,253,517,4,2,12,1468,16,22:15:00,2022-03-09,22:30:00
138,444,751,1671,5,2,1,1471,105,22:45:00,2022-03-17,22:55:00
139,937,478,1312,1,3,15,1475,220,11:50:00,2022-03-07,11:55:00
140,707,653,376,6,3,11,1477,130,12:30:00,2022-03-30,12:40:00
141,82,676,2592,7,5,8,1482,110,20:45:00,2022-03-09,21:00:00
142,307,1205,368,1,2,3,1485,120,09:45:00,2022-03-30,09:50:00
143,899,760,3898,4,2,8,1486,90,23:45:00,2022-03-28,00:00:00
144,543,1254,2110,5,2,15,1488,100,08:55:00,2022-03-13,09:05:00
145,748,478,4251,4,5,11,1491,210,19:25:00,2022-03-20,19:35:00
146,825,1127,1270,5,4,14,1492,110,19:00:00,2022-03-01,19:15:00
147,670,398,4310,3,4,4,1493,155,18:40:00,2022-03-18,18:50:00
148,199,582,2806,6,4,13,1507,145,16:55:00,2022-03-26,17:05:00
149,998,1187,3468,7,2,14,1512,60,22:45:00,2022-02-11,23:00:00
150,1025,374,3063,5,5,16,1517,145,20:25:00,2022-03-17,20:40:00
151,343,714,1444,1,3,7,1520,80,11:10:00,2022-03-07,11:15:00
152,663,643,1170,7,5,14,1523,185,20:55:00,2022-03-23,21:05:00
153,190,374,1438,6,2,10,1524,100,08:30:00,2022-03-19,08:45:00
154,326,805,3589,4,5,16,1535,100,20:35:00,2022-03-21,20:50:00
155,501,751,1723,1,2,8,1547,120,08:35:00,2022-03-03,08:40:00
156,997,1098,1933,1,2,6,1555,165,22:50:00,2022-04-02,23:00:00
157,780,392,4266,5,2,9,1556,100,23:30:00,2022-04-02,23:40:00
158,627,84,2473,7,5,10,1558,85,20:00:00,2022-03-02,20:10:00
159,791,564,3276,5,2,7,1575,135,00:00:00,2022-03-08,00:10:00
160,938,1207,3220,6,2,14,1578,185,22:10:00,2022-03-23,22:15:00
161,471,292,4273,7,2,7,1584,100,22:25:00,2022-03-23,22:40:00
162,671,384,3156,7,5,9,2308,140,20:25:00,2022-04-04,20:40:00
163,406,715,1027,7,2,2,2319,140,23:45:00,2022-03-13,23:55:00
164,32,823,2245,4,4,7,2326,125,17:50:00,2022-03-15,18:05:00
165,56,1236,3904,3,4,8,2327,50,16:20:00,2022-03-13,16:25:00
166,272,401,4005,4,4,8,2333,100,17:30:00,2022-03-29,17:45:00
167,1039,506,4049,1,5,1,2334,80,21:15:00,2022-03-12,21:25:00
168,777,207,3362,3,3,4,2340,190,12:35:00,2022-03-11,12:40:00
169,258,576,1898,1,4,15,2348,75,18:45:00,2022-03-26,19:00:00
170,675,97,4353,1,5,11,2349,170,21:10:00,2022-03-06,21:25:00
171,156,1103,3608,5,2,15,2351,110,10:10:00,2022-03-07,10:20:00
172,235,694,435,6,4,7,2358,215,18:35:00,2022-03-27,18:45:00
173,256,584,1464,5,4,6,2368,130,17:25:00,2022-03-03,17:35:00
174,772,734,3221,3,5,5,2369,170,20:10:00,2022-03-29,20:25:00
175,721,1097,3810,5,4,13,2376,165,18:15:00,2022-03-05,18:25:00
176,947,292,2749,4,2,8,2379,95,23:55:00,2022-03-04,00:00:00
177,707,564,1454,7,5,9,2382,135,19:50:00,2022-03-08,20:05:00
178,837,841,4071,7,4,15,2385,110,18:25:00,2022-03-18,18:35:00
179,298,772,2610,6,4,10,2387,135,17:30:00,2022-03-15,17:40:00
180,401,1300,2205,6,5,7,2405,230,20:30:00,2022-03-04,20:40:00
181,810,128,3454,1,4,8,2410,85,17:55:00,2022-03-03,18:00:00
182,58,834,3324,3,4,5,2411,135,17:35:00,2022-03-24,17:50:00
183,900,678,3948,6,5,15,2432,150,20:30:00,2022-03-14,20:35:00
184,277,46,3927,5,3,14,2438,150,11:20:00,2022-03-24,11:30:00
185,536,1304,1,1,2,2,2442,90,09:35:00,2022-02-13,09:50:00
186,616,341,933,6,3,2,2443,130,13:45:00,2022-03-05,13:50:00
187,510,581,4029,1,2,8,2444,90,08:50:00,2022-03-30,08:55:00
188,336,715,1027,7,4,3,2445,115,18:30:00,2022-03-17,18:35:00
189,51,293,2145,4,2,14,2447,110,23:50:00,2022-03-08,23:55:00
190,452,1045,1433,4,4,4,3186,240,17:10:00,2022-03-16,17:20:00
191,756,1211,2655,1,2,9,3188,115,08:20:00,2022-03-11,08:25:00
192,963,704,1767,3,2,4,3191,140,23:10:00,2022-03-06,23:15:00
193,1012,918,2277,7,4,3,3192,145,17:50:00,2022-04-01,18:00:00
194,950,510,2738,1,5,3,3196,75,19:50:00,2022-03-26,20:00:00
195,805,473,1303,4,5,16,3202,115,19:40:00,2022-03-23,19:55:00
196,267,1189,2465,1,2,4,3207,195,22:55:00,2022-02-16,23:05:00
197,183,1244,2609,6,5,10,3209,185,21:10:00,2022-03-21,21:15:00
198,287,188,3218,4,5,16,3210,95,20:30:00,2022-04-06,20:45:00
199,926,475,731,6,5,15,3211,255,21:25:00,2022-03-25,21:35:00
200,836,841,4071,3,5,9,3213,215,19:55:00,2022-03-14,20:10:00
201,757,543,436,4,4,7,3224,105,17:45:00,2022-03-08,17:55:00
202,495,615,132,5,4,13,3227,155,17:45:00,2022-03-02,18:00:00
203,792,803,3322,4,4,9,2982,130,18:40:00,2022-03-31,18:55:00
204,375,426,2696,6,5,12,2983,40,20:35:00,2022-04-04,20:50:00
205,578,1185,4272,4,4,5,2986,145,18:50:00,2022-02-14,18:55:00
206,879,702,2747,6,2,6,2988,65,08:20:00,2022-03-26,08:30:00
207,27,478,2973,6,5,4,2995,210,20:35:00,2022-03-31,20:40:00
208,474,478,473,3,2,1,3001,105,22:45:00,2022-03-31,22:50:00
209,637,123,2295,6,2,4,3006,140,22:55:00,2022-04-04,23:10:00
210,402,1251,2127,3,4,1,3008,165,17:10:00,2022-04-06,17:25:00
211,367,538,2913,3,2,4,3018,85,10:55:00,2022-03-01,11:00:00
212,953,88,2213,5,4,14,3023,130,17:35:00,2022-03-09,17:40:00
213,10,399,4113,4,2,13,3747,140,22:10:00,2022-03-05,22:15:00
214,61,188,4341,7,4,3,3749,170,18:00:00,2022-03-31,18:05:00
215,962,776,2926,1,5,12,3753,27,22:00:00,2022-03-13,22:10:00
216,474,1231,2763,7,4,9,3757,135,19:00:00,2022-03-08,19:10:00
217,771,280,148,1,4,3,3758,95,17:35:00,2022-03-16,17:50:00
218,791,295,919,1,4,8,3760,175,18:00:00,2022-03-29,18:10:00
219,326,1212,3437,7,4,8,3771,105,17:45:00,2022-03-01,18:00:00
220,326,179,3895,4,5,9,3776,165,20:40:00,2022-03-09,20:50:00
221,298,90,750,1,4,8,3777,75,18:45:00,2022-04-03,18:50:00
222,27,669,2074,3,2,15,3780,105,23:30:00,2022-03-02,23:45:00
223,271,1288,2686,1,2,1,3790,85,10:00:00,2022-02-13,10:05:00
224,327,375,1330,3,5,13,3791,135,20:25:00,2022-04-01,20:40:00
225,693,209,201,4,5,8,3795,165,21:55:00,2022-03-27,22:05:00
226,8,484,1232,5,5,4,3797,200,21:45:00,2022-03-18,21:55:00
227,677,1251,121,7,5,13,3808,195,22:00:00,2022-03-04,22:15:00
228,446,123,386,1,5,13,3817,65,20:20:00,2022-03-05,20:25:00
229,18,109,1032,5,4,11,3821,75,17:15:00,2022-03-05,17:20:00
230,445,541,2157,1,5,8,3824,105,19:20:00,2022-03-19,19:25:00
231,272,751,1671,5,5,13,3831,90,20:40:00,2022-03-28,20:45:00
232,639,1049,1210,3,2,11,3832,110,22:20:00,2022-04-02,22:25:00
233,1022,761,9,3,5,5,3833,160,19:10:00,2022-03-17,19:25:00
234,928,1045,751,6,4,11,3844,80,16:40:00,2022-04-03,16:50:00
235,461,658,558,7,2,1,3846,50,08:25:00,2022-03-05,08:40:00
236,32,793,3828,5,4,4,3849,105,17:15:00,2022-04-03,17:25:00
237,811,751,1303,7,5,4,3850,250,21:35:00,2022-03-10,21:50:00
238,894,650,1136,1,3,4,3860,90,14:55:00,2022-03-17,15:05:00
239,12,232,2917,7,2,6,3871,80,22:50:00,2022-04-03,23:05:00
240,384,751,943,7,2,2,3873,115,09:40:00,2022-03-17,09:55:00
241,199,889,53,3,2,12,738,23,08:20:00,2022-03-21,08:25:00
242,573,88,3994,1,4,8,756,90,18:00:00,2022-03-03,18:15:00
243,755,1099,347,5,2,8,761,140,10:00:00,2022-03-24,10:05:00
244,763,146,3729,4,2,9,765,115,08:15:00,2022-03-24,08:20:00
245,335,895,3022,3,2,3,781,95,10:45:00,2022-02-15,11:00:00
246,988,861,3005,1,3,13,782,70,14:45:00,2022-03-24,14:55:00
247,1021,657,2637,4,5,16,788,255,19:10:00,2022-03-08,19:25:00
248,174,904,1398,6,5,8,791,210,19:10:00,2022-03-20,19:25:00
249,544,489,3734,7,2,6,796,100,23:45:00,2022-03-07,00:00:00
250,286,700,1332,6,4,13,798,95,17:35:00,2022-04-03,17:40:00
251,868,244,569,5,5,15,799,125,19:10:00,2022-02-18,19:20:00
252,899,515,2702,7,5,16,812,110,19:15:00,2022-03-12,19:30:00
253,328,751,3909,5,5,10,816,210,21:40:00,2022-02-18,21:45:00
254,213,127,4347,4,2,14,818,110,22:30:00,2022-04-01,22:45:00
255,871,133,141,1,2,15,819,175,22:50:00,2022-03-20,22:55:00
256,298,91,2312,6,2,8,830,120,09:00:00,2022-03-03,09:15:00
257,321,677,3097,7,5,5,832,95,21:15:00,2022-04-06,21:20:00
258,825,362,1397,6,4,12,836,30,17:30:00,2022-03-02,17:40:00
259,824,1132,3067,3,5,14,844,125,20:45:00,2022-03-26,21:00:00
260,1013,1098,1014,1,5,6,845,95,19:50:00,2022-03-12,20:00:00
261,998,1197,4350,7,4,7,846,120,17:15:00,2022-02-14,17:20:00
262,32,41,450,5,2,3,851,75,23:55:00,2022-04-04,00:10:00
263,543,720,3395,5,5,16,858,125,19:55:00,2022-02-12,20:10:00
264,275,481,244,7,5,16,861,200,20:15:00,2022-02-14,20:20:00
265,967,529,3937,6,2,14,1591,95,09:10:00,2022-03-19,09:15:00
266,93,583,3223,4,4,11,1600,130,17:15:00,2022-03-17,17:25:00
267,93,278,818,5,2,1,1602,85,22:30:00,2022-04-04,22:45:00
268,149,1114,823,3,5,16,1615,180,19:30:00,2022-02-12,19:35:00
269,907,390,333,4,4,14,1618,125,18:25:00,2022-03-31,18:30:00
270,354,222,471,1,4,14,1620,120,18:55:00,2022-04-01,19:10:00
271,307,111,2603,1,2,8,1622,125,10:50:00,2022-03-09,10:55:00
272,282,1229,2022,5,3,16,1623,245,14:10:00,2022-03-13,14:20:00
273,809,568,1624,7,2,15,1638,95,22:45:00,2022-03-04,22:55:00
274,283,1084,772,1,5,12,1639,12,21:00:00,2022-03-05,21:15:00
275,289,692,4000,5,2,6,1641,85,23:50:00,2022-03-25,23:55:00
276,58,702,734,4,4,6,1645,120,18:20:00,2022-03-14,18:35:00
277,668,1298,2098,3,4,11,1646,210,19:00:00,2022-03-31,19:05:00
278,1020,702,734,1,4,11,1650,160,18:15:00,2022-04-06,18:25:00
279,288,968,3830,5,3,4,1653,145,14:00:00,2022-03-09,14:05:00
280,58,215,640,4,5,7,1662,160,19:25:00,2022-03-15,19:40:00
281,462,760,170,1,4,1,1665,90,17:35:00,2022-03-26,17:40:00
282,156,374,173,5,4,16,1669,100,18:50:00,2022-03-18,18:55:00
283,810,1276,3816,7,5,12,1673,26,21:30:00,2022-03-28,21:40:00
284,294,473,198,7,2,8,1674,115,23:20:00,2022-03-14,23:25:00
285,1031,286,3973,6,2,11,1675,110,22:30:00,2022-04-06,22:45:00
286,636,1247,2310,5,5,8,1677,175,20:25:00,2022-03-27,20:35:00
287,164,1103,3608,5,3,11,1689,205,11:15:00,2022-03-15,11:30:00
288,618,1183,1726,6,5,14,1691,115,19:20:00,2022-02-15,19:35:00
289,780,638,2348,3,5,5,1694,170,20:10:00,2022-03-17,20:25:00
290,829,257,3441,4,2,16,1695,95,23:20:00,2022-03-30,23:35:00
291,919,269,2243,1,5,8,1698,260,20:50:00,2022-03-19,21:00:00
292,188,1081,3674,5,5,5,1704,130,22:00:00,2022-04-05,22:15:00
293,32,772,1099,3,4,10,1713,120,17:15:00,2022-03-01,17:30:00
294,236,506,773,4,4,9,1719,130,17:55:00,2022-03-09,18:10:00
295,641,50,1990,6,5,13,1725,200,19:10:00,2022-03-12,19:15:00
296,399,238,1304,6,5,4,1727,120,21:50:00,2022-03-03,22:05:00
297,26,146,1161,3,5,11,2458,225,21:30:00,2022-03-02,21:40:00
298,343,1298,4302,1,5,10,2459,90,19:15:00,2022-03-29,19:25:00
299,616,1087,3361,5,4,2,2461,130,18:45:00,2022-02-11,19:00:00
300,445,222,1781,5,4,4,2464,135,18:30:00,2022-03-12,18:45:00
301,640,331,3338,1,2,3,2468,90,22:55:00,2022-03-20,23:05:00
302,376,751,3647,6,5,11,2474,135,21:10:00,2022-02-11,21:25:00
303,523,989,2773,7,5,3,2477,195,20:00:00,2022-02-16,20:10:00
304,909,49,254,5,2,10,2479,135,09:25:00,2022-03-30,09:40:00
305,573,970,3103,7,4,1,2483,95,18:20:00,2022-03-10,18:30:00
306,303,238,1304,6,5,8,2485,160,20:20:00,2022-03-30,20:25:00
307,466,1342,2765,4,5,5,2492,140,19:55:00,2022-02-17,20:00:00
308,763,715,223,4,2,15,2514,115,08:35:00,2022-03-07,08:50:00
309,805,1178,1710,4,4,8,2516,95,19:00:00,2022-03-14,19:15:00
310,26,209,2089,3,2,10,2520,60,10:50:00,2022-03-21,10:55:00
311,383,1298,3823,1,5,5,2522,125,21:55:00,2022-03-26,22:00:00
312,190,890,1084,7,5,9,2527,95,19:10:00,2022-03-18,19:25:00
313,660,832,1219,4,5,6,2528,115,19:35:00,2022-03-10,19:40:00
314,617,543,3813,4,5,11,2535,105,21:10:00,2022-04-06,21:15:00
315,367,235,711,3,2,8,2536,145,22:10:00,2022-03-18,22:25:00
316,893,1280,134,3,5,8,2541,155,20:45:00,2022-03-25,21:00:00
317,879,751,3647,4,5,9,2542,120,21:45:00,2022-02-13,21:50:00
318,805,375,3297,4,3,2,2544,80,14:20:00,2022-03-26,14:35:00
319,569,543,4310,4,5,7,2552,135,19:40:00,2022-03-20,19:45:00
320,164,1309,867,3,5,6,2562,125,20:15:00,2022-03-15,20:30:00
321,476,751,198,4,2,11,2564,145,23:30:00,2022-02-16,23:35:00
322,843,751,943,4,2,10,2566,85,09:10:00,2022-03-15,09:25:00
323,928,1101,1548,5,3,7,2567,90,13:45:00,2022-04-01,13:50:00
324,184,360,4285,4,5,3,2568,230,20:10:00,2022-03-12,20:25:00
325,122,904,2723,3,5,7,2569,245,20:25:00,2022-03-27,20:35:00
326,573,98,1072,3,5,14,2580,100,21:35:00,2022-03-21,21:50:00
327,671,562,1420,1,5,12,2582,16,20:50:00,2022-04-05,21:05:00
328,639,1247,2725,6,2,8,2583,95,08:35:00,2022-03-07,08:45:00
329,14,1103,798,3,2,6,2587,95,22:55:00,2022-04-05,23:10:00
330,820,489,3734,3,2,10,2590,55,23:35:00,2022-03-19,23:50:00
331,317,823,1156,7,3,16,3317,180,11:10:00,2022-03-17,11:15:00
332,357,751,2346,5,2,7,3319,100,22:45:00,2022-03-02,22:50:00
333,437,331,3070,6,2,13,3320,135,09:35:00,2022-03-03,09:50:00
334,461,272,2866,4,5,4,3328,75,20:40:00,2022-04-01,20:45:00
335,49,1342,1744,4,5,3,3338,240,19:40:00,2022-02-11,19:55:00
336,1047,1005,2282,5,2,7,3341,115,08:50:00,2022-03-15,09:05:00
337,452,784,2015,5,4,16,3356,190,18:30:00,2022-03-27,18:45:00
338,277,145,2162,4,2,8,3360,85,09:45:00,2022-03-11,09:50:00
339,900,414,2594,3,4,1,3361,180,17:50:00,2022-04-04,17:55:00
340,771,1337,3984,5,2,3,3362,105,22:50:00,2022-03-14,22:55:00
341,883,776,899,3,4,9,3368,190,17:10:00,2022-04-04,17:20:00
342,539,1180,563,5,2,11,3376,95,22:55:00,2022-03-15,23:05:00
343,536,672,1900,4,2,14,3385,50,08:50:00,2022-03-09,09:00:00
344,837,269,1739,3,4,10,3386,200,18:20:00,2022-03-31,18:25:00
345,130,962,58,4,4,3,3391,165,18:10:00,2022-02-11,18:20:00
346,256,1154,2043,3,2,7,3402,105,23:30:00,2022-03-10,23:35:00
347,326,473,3315,1,4,11,3406,105,17:25:00,2022-03-20,17:40:00
348,402,577,1503,7,5,1,3407,190,20:45:00,2022-03-20,20:50:00
349,224,1099,1742,1,2,16,3411,105,09:25:00,2022-03-05,09:30:00
350,1031,811,2461,6,5,4,3412,120,22:00:00,2022-03-07,22:05:00
351,401,412,413,1,5,4,3416,95,19:25:00,2022-03-12,19:40:00
352,881,358,885,4,2,9,3422,115,10:35:00,2022-03-24,10:50:00
353,544,699,4187,6,4,2,3424,225,18:30:00,2022-03-16,18:35:00
354,249,1013,1548,3,3,2,3427,190,12:15:00,2022-03-07,12:25:00
355,945,514,4313,7,5,15,3432,200,21:10:00,2022-03-25,21:15:00
356,399,882,4152,1,5,4,3435,130,20:20:00,2022-03-08,20:35:00
357,876,1338,4219,4,4,14,3436,215,18:40:00,2022-03-27,18:50:00
